k 14 
p edge 200 1534 
e 111 73 2
e 111 74 17
e 111 75 25
e 111 110 16
e 112 1 16
e 112 2 19
e 112 37 3
e 112 38 7
e 112 39 11
e 112 74 20
e 112 75 23
e 112 76 19
e 112 111 8
e 113 1 23
e 113 2 10
e 113 3 12
e 113 38 12
e 113 39 3
e 113 40 6
e 113 75 10
e 113 76 24
e 113 77 6
e 113 112 1
e 114 2 22
e 114 3 21
e 114 4 9
e 114 39 14
e 114 40 24
e 114 41 25
e 114 76 4
e 114 77 4
e 114 78 12
e 114 113 13
e 115 3 25
e 115 4 3
e 115 5 11
e 115 40 6
e 115 41 12
e 115 42 21
e 115 77 2
e 115 78 17
e 115 79 6
e 115 114 22
e 116 4 13
e 116 5 21
e 116 6 14
e 116 41 21
e 116 42 1
e 116 43 10
e 116 78 20
e 116 79 15
e 116 80 4
e 116 115 25
e 117 5 22
e 117 6 18
e 117 7 13
e 117 42 9
e 117 43 9
e 117 44 13
e 117 79 1
e 117 80 14
e 117 81 10
e 117 116 10
e 118 6 5
e 118 7 22
e 118 8 5
e 118 43 7
e 118 44 23
e 118 45 15
e 118 80 4
e 118 81 21
e 118 82 20
e 118 117 7
e 119 7 24
e 119 8 14
e 119 9 11
e 119 44 9
e 119 45 18
e 119 46 3
e 119 81 13
e 119 82 5
e 119 83 2
e 119 118 1
e 120 8 3
e 120 9 20
e 120 10 16
e 120 45 12
e 120 46 3
e 120 47 19
e 120 82 18
e 120 83 14
e 120 84 9
e 120 119 21
e 121 9 5
e 121 10 25
e 121 11 23
e 121 46 6
e 121 47 4
e 121 48 19
e 121 83 1
e 121 84 4
e 121 85 9
e 121 120 8
e 122 10 21
e 122 11 2
e 122 12 13
e 122 47 12
e 122 48 7
e 122 49 7
e 122 84 21
e 122 85 14
e 122 86 12
e 122 121 12
e 123 11 2
e 123 12 20
e 123 13 14
e 123 48 10
e 123 49 23
e 123 50 2
e 123 85 14
e 123 86 20
e 123 87 15
e 123 122 13
e 124 12 4
e 124 13 25
e 124 14 11
e 124 49 16
e 124 50 7
e 124 51 6
e 124 86 18
e 124 87 1
e 124 88 5
e 124 123 7
e 125 13 7
e 125 14 15
e 125 15 15
e 125 50 22
e 125 51 21
e 125 52 15
e 125 87 11
e 125 88 17
e 125 89 20
e 125 124 11
e 126 14 14
e 126 15 20
e 126 16 16
e 126 51 11
e 126 52 13
e 126 53 14
e 126 88 10
e 126 89 20
e 126 90 14
e 126 125 13
e 127 15 24
e 127 16 10
e 127 17 20
e 127 52 15
e 127 53 17
e 127 54 23
e 127 89 13
e 127 90 3
e 127 91 6
e 127 126 13
e 128 16 14
e 128 17 2
e 128 18 1
e 128 53 22
e 128 54 18
e 128 55 2
e 128 90 2
e 128 91 11
e 128 92 14
e 128 127 9
e 129 17 12
e 129 18 23
e 129 19 10
e 129 54 7
e 129 55 5
e 129 56 8
e 129 91 11
e 129 92 23
e 129 93 24
e 129 128 1
e 130 18 9
e 130 19 20
e 130 20 12
e 130 55 20
e 130 56 20
e 130 57 3
e 130 92 23
e 130 93 3
e 130 94 5
e 130 129 25
e 131 19 24
e 131 20 5
e 131 21 4
e 131 56 21
e 131 57 1
e 131 58 11
e 131 93 10
e 131 94 21
e 131 95 11
e 131 130 15
e 132 20 20
e 132 21 14
e 132 22 8
e 132 57 17
e 132 58 6
e 132 59 13
e 132 94 14
e 132 95 1
e 132 96 3
e 132 131 11
e 133 21 16
e 133 22 5
e 133 23 20
e 133 58 20
e 133 59 5
e 133 60 19
e 133 95 9
e 133 96 3
e 133 97 7
e 133 132 1
e 134 22 16
e 134 23 2
e 134 24 18
e 134 59 1
e 134 60 22
e 134 61 1
e 134 96 8
e 134 97 22
e 134 98 25
e 134 133 13
e 135 23 7
e 135 24 13
e 135 25 18
e 135 60 7
e 135 61 22
e 135 62 19
e 135 97 20
e 135 98 13
e 135 99 22
e 135 134 5
e 136 24 22
e 136 25 9
e 136 26 3
e 136 61 20
e 136 62 24
e 136 63 20
e 136 98 25
e 136 99 15
e 136 100 5
e 136 135 20
e 137 25 21
e 137 26 13
e 137 27 24
e 137 62 1
e 137 63 25
e 137 64 24
e 137 99 15
e 137 100 18
e 137 101 10
e 137 136 25
e 138 26 18
e 138 27 24
e 138 28 25
e 138 63 18
e 138 64 20
e 138 65 25
e 138 100 13
e 138 101 20
e 138 102 18
e 138 137 24
e 139 27 14
e 139 28 15
e 139 29 3
e 139 64 15
e 139 65 20
e 139 66 9
e 139 101 7
e 139 102 8
e 139 103 13
e 139 138 8
e 140 28 6
e 140 29 24
e 140 30 4
e 140 65 3
e 140 66 12
e 140 67 17
e 140 102 7
e 140 103 12
e 140 104 22
e 140 139 19
e 141 29 8
e 141 30 9
e 141 31 12
e 141 66 16
e 141 67 24
e 141 68 24
e 141 103 1
e 141 104 21
e 141 105 5
e 141 140 19
e 142 30 9
e 142 31 10
e 142 32 1
e 142 67 21
e 142 68 23
e 142 69 7
e 142 104 7
e 142 105 15
e 142 106 25
e 142 141 18
e 143 31 12
e 143 32 8
e 143 33 1
e 143 68 11
e 143 69 17
e 143 70 3
e 143 105 23
e 143 106 25
e 143 107 21
e 143 142 21
e 144 32 20
e 144 33 25
e 144 34 9
e 144 69 17
e 144 70 9
e 144 71 12
e 144 106 16
e 144 107 1
e 144 108 2
e 144 143 23
e 145 33 8
e 145 34 9
e 145 35 2
e 145 70 3
e 145 71 4
e 145 72 16
e 145 107 5
e 145 108 19
e 145 109 15
e 145 144 13
e 146 34 20
e 146 35 14
e 146 36 3
e 146 71 25
e 146 72 10
e 146 73 11
e 146 108 14
e 146 109 24
e 146 110 23
e 146 145 4
e 147 35 19
e 147 36 20
e 147 37 17
e 147 72 13
e 147 73 12
e 147 74 5
e 147 109 6
e 147 110 20
e 147 111 24
e 147 146 13
e 148 1 9
e 148 36 23
e 148 37 4
e 148 38 20
e 148 73 20
e 148 74 14
e 148 75 6
e 148 110 20
e 148 111 15
e 148 112 14
e 148 147 23
e 149 1 13
e 149 2 3
e 149 37 19
e 149 38 22
e 149 39 16
e 149 74 9
e 149 75 10
e 149 76 2
e 149 111 2
e 149 112 13
e 149 113 8
e 149 148 23
e 150 1 5
e 150 2 8
e 150 3 23
e 150 38 24
e 150 39 6
e 150 40 6
e 150 75 24
e 150 76 4
e 150 77 24
e 150 112 5
e 150 113 8
e 150 114 2
e 150 149 15
e 151 2 20
e 151 3 2
e 151 4 8
e 151 39 10
e 151 40 9
e 151 41 17
e 151 76 13
e 151 77 2
e 151 78 20
e 151 113 10
e 151 114 3
e 151 115 14
e 151 150 22
e 152 3 5
e 152 4 15
e 152 5 10
e 152 40 11
e 152 41 25
e 152 42 24
e 152 77 12
e 152 78 22
e 152 79 20
e 152 114 20
e 152 115 7
e 152 116 7
e 152 151 11
e 153 4 11
e 153 5 9
e 153 6 12
e 153 41 13
e 153 42 17
e 153 43 11
e 153 78 17
e 153 79 21
e 153 80 21
e 153 115 24
e 153 116 13
e 153 117 25
e 153 152 24
e 154 5 13
e 154 6 12
e 154 7 16
e 154 42 7
e 154 43 4
e 154 44 25
e 154 79 24
e 154 80 23
e 154 81 11
e 154 116 10
e 154 117 2
e 154 118 1
e 154 153 6
e 155 6 6
e 155 7 13
e 155 8 4
e 155 43 3
e 155 44 18
e 155 45 4
e 155 80 7
e 155 81 13
e 155 82 19
e 155 117 9
e 155 118 12
e 155 119 2
e 155 154 21
e 156 7 18
e 156 8 21
e 156 9 18
e 156 44 1
e 156 45 15
e 156 46 16
e 156 81 6
e 156 82 8
e 156 83 22
e 156 118 20
e 156 119 9
e 156 120 7
e 156 155 10
e 157 8 25
e 157 9 22
e 157 10 8
e 157 45 13
e 157 46 2
e 157 47 18
e 157 82 6
e 157 83 22
e 157 84 19
e 157 119 21
e 157 120 4
e 157 121 6
e 157 156 17
e 158 9 17
e 158 10 4
e 158 11 20
e 158 46 5
e 158 47 22
e 158 48 24
e 158 83 11
e 158 84 25
e 158 85 13
e 158 120 16
e 158 121 19
e 158 122 4
e 158 157 21
e 159 10 15
e 159 11 1
e 159 12 10
e 159 47 12
e 159 48 10
e 159 49 3
e 159 84 1
e 159 85 5
e 159 86 22
e 159 121 25
e 159 122 24
e 159 123 13
e 159 158 15
e 160 11 10
e 160 12 1
e 160 13 22
e 160 48 5
e 160 49 19
e 160 50 6
e 160 85 9
e 160 86 1
e 160 87 12
e 160 122 19
e 160 123 24
e 160 124 10
e 160 159 20
e 161 12 5
e 161 13 24
e 161 14 25
e 161 49 1
e 161 50 16
e 161 51 10
e 161 86 22
e 161 87 6
e 161 88 14
e 161 123 20
e 161 124 20
e 161 125 4
e 161 160 10
e 162 13 4
e 162 14 18
e 162 15 1
e 162 50 18
e 162 51 7
e 162 52 14
e 162 87 24
e 162 88 17
e 162 89 17
e 162 124 20
e 162 125 21
e 162 126 18
e 162 161 11
e 163 14 17
e 163 15 16
e 163 16 7
e 163 51 23
e 163 52 9
e 163 53 11
e 163 88 5
e 163 89 16
e 163 90 10
e 163 125 14
e 163 126 20
e 163 127 21
e 163 162 7
e 164 15 19
e 164 16 1
e 164 17 24
e 164 52 11
e 164 53 25
e 164 54 1
e 164 89 14
e 164 90 21
e 164 91 6
e 164 126 18
e 164 127 25
e 164 128 21
e 164 163 5
e 165 16 22
e 165 17 12
e 165 18 22
e 165 53 2
e 165 54 21
e 165 55 2
e 165 90 12
e 165 91 5
e 165 92 9
e 165 127 20
e 165 128 3
e 165 129 20
e 165 164 11
e 166 17 12
e 166 18 5
e 166 19 23
e 166 54 11
e 166 55 20
e 166 56 8
e 166 91 23
e 166 92 2
e 166 93 13
e 166 128 4
e 166 129 14
e 166 130 3
e 166 165 5
e 167 18 23
e 167 19 15
e 167 20 11
e 167 55 17
e 167 56 2
e 167 57 20
e 167 92 16
e 167 93 7
e 167 94 21
e 167 129 5
e 167 130 15
e 167 131 20
e 167 166 20
e 168 19 16
e 168 20 1
e 168 21 22
e 168 56 4
e 168 57 10
e 168 58 11
e 168 93 8
e 168 94 3
e 168 95 19
e 168 130 22
e 168 131 18
e 168 132 5
e 168 167 22
e 169 20 7
e 169 21 12
e 169 22 21
e 169 57 8
e 169 58 16
e 169 59 8
e 169 94 1
e 169 95 15
e 169 96 6
e 169 131 7
e 169 132 5
e 169 133 13
e 169 168 13
e 170 21 22
e 170 22 20
e 170 23 15
e 170 58 9
e 170 59 15
e 170 60 8
e 170 95 13
e 170 96 12
e 170 97 9
e 170 132 6
e 170 133 19
e 170 134 18
e 170 169 1
e 171 22 12
e 171 23 12
e 171 24 22
e 171 59 7
e 171 60 20
e 171 61 15
e 171 96 20
e 171 97 14
e 171 98 2
e 171 133 21
e 171 134 3
e 171 135 6
e 171 170 18
e 172 23 18
e 172 24 14
e 172 25 1
e 172 60 15
e 172 61 1
e 172 62 21
e 172 97 11
e 172 98 10
e 172 99 13
e 172 134 19
e 172 135 6
e 172 136 6
e 172 171 3
e 173 24 8
e 173 25 15
e 173 26 16
e 173 61 4
e 173 62 2
e 173 63 19
e 173 98 2
e 173 99 23
e 173 100 14
e 173 135 2
e 173 136 17
e 173 137 17
e 173 172 6
e 174 25 4
e 174 26 6
e 174 27 6
e 174 62 17
e 174 63 5
e 174 64 25
e 174 99 16
e 174 100 10
e 174 101 12
e 174 136 2
e 174 137 21
e 174 138 12
e 174 173 7
e 175 26 4
e 175 27 7
e 175 28 24
e 175 63 3
e 175 64 10
e 175 65 12
e 175 100 13
e 175 101 16
e 175 102 7
e 175 137 22
e 175 138 1
e 175 139 14
e 175 174 20
e 176 27 5
e 176 28 16
e 176 29 11
e 176 64 13
e 176 65 15
e 176 66 15
e 176 101 21
e 176 102 21
e 176 103 21
e 176 138 21
e 176 139 25
e 176 140 24
e 176 175 6
e 177 28 12
e 177 29 7
e 177 30 10
e 177 65 2
e 177 66 4
e 177 67 11
e 177 102 22
e 177 103 11
e 177 104 16
e 177 139 18
e 177 140 21
e 177 141 3
e 177 176 1
e 178 29 23
e 178 30 11
e 178 31 24
e 178 66 24
e 178 67 4
e 178 68 7
e 178 103 22
e 178 104 20
e 178 105 23
e 178 140 13
e 178 141 7
e 178 142 10
e 178 177 16
e 179 30 9
e 179 31 15
e 179 32 13
e 179 67 7
e 179 68 5
e 179 69 23
e 179 104 7
e 179 105 21
e 179 106 6
e 179 141 9
e 179 142 7
e 179 143 2
e 179 178 7
e 180 31 17
e 180 32 18
e 180 33 19
e 180 68 11
e 180 69 6
e 180 70 23
e 180 105 5
e 180 106 15
e 180 107 17
e 180 142 15
e 180 143 15
e 180 144 4
e 180 179 10
e 181 32 5
e 181 33 20
e 181 34 9
e 181 69 5
e 181 70 17
e 181 71 3
e 181 106 24
e 181 107 23
e 181 108 20
e 181 143 22
e 181 144 1
e 181 145 2
e 181 180 17
e 182 33 4
e 182 34 17
e 182 35 21
e 182 70 25
e 182 71 17
e 182 72 13
e 182 107 13
e 182 108 2
e 182 109 17
e 182 144 5
e 182 145 9
e 182 146 21
e 182 181 3
e 183 34 12
e 183 35 9
e 183 36 24
e 183 71 4
e 183 72 15
e 183 73 24
e 183 108 4
e 183 109 4
e 183 110 15
e 183 145 24
e 183 146 12
e 183 147 18
e 183 182 1
e 184 35 6
e 184 36 10
e 184 37 3
e 184 72 9
e 184 73 12
e 184 74 1
e 184 109 6
e 184 110 9
e 184 111 18
e 184 146 3
e 184 147 4
e 184 148 3
e 184 183 25
e 185 1 10
e 185 36 19
e 185 37 22
e 185 38 25
e 185 73 2
e 185 74 20
e 185 75 9
e 185 110 14
e 185 111 15
e 185 112 8
e 185 147 15
e 185 148 2
e 185 149 19
e 185 184 6
e 186 1 17
e 186 2 2
e 186 37 14
e 186 38 12
e 186 39 13
e 186 74 20
e 186 75 16
e 186 76 8
e 186 111 25
e 186 112 11
e 186 113 22
e 186 148 9
e 186 149 24
e 186 150 5
e 186 185 20
e 187 1 25
e 187 2 2
e 187 3 13
e 187 38 9
e 187 39 8
e 187 40 14
e 187 75 17
e 187 76 20
e 187 77 18
e 187 112 12
e 187 113 24
e 187 114 7
e 187 149 2
e 187 150 15
e 187 151 13
e 187 186 8
e 188 2 13
e 188 3 23
e 188 4 5
e 188 39 5
e 188 40 3
e 188 41 7
e 188 76 5
e 188 77 3
e 188 78 15
e 188 113 20
e 188 114 5
e 188 115 15
e 188 150 22
e 188 151 2
e 188 152 23
e 188 187 15
e 189 3 17
e 189 4 2
e 189 5 3
e 189 40 3
e 189 41 8
e 189 42 17
e 189 77 21
e 189 78 7
e 189 79 23
e 189 114 25
e 189 115 12
e 189 116 7
e 189 151 18
e 189 152 2
e 189 153 24
e 189 188 17
e 190 4 23
e 190 5 19
e 190 6 14
e 190 41 9
e 190 42 24
e 190 43 9
e 190 78 2
e 190 79 21
e 190 80 19
e 190 115 20
e 190 116 20
e 190 117 13
e 190 152 11
e 190 153 23
e 190 154 10
e 190 189 23
e 191 5 18
e 191 6 3
e 191 7 8
e 191 42 7
e 191 43 1
e 191 44 25
e 191 79 6
e 191 80 23
e 191 81 17
e 191 116 1
e 191 117 11
e 191 118 15
e 191 153 16
e 191 154 8
e 191 155 1
e 191 190 17
e 192 6 8
e 192 7 8
e 192 8 15
e 192 43 2
e 192 44 1
e 192 45 24
e 192 80 9
e 192 81 16
e 192 82 23
e 192 117 14
e 192 118 23
e 192 119 6
e 192 154 19
e 192 155 16
e 192 156 5
e 192 191 19
e 193 7 11
e 193 8 21
e 193 9 19
e 193 44 21
e 193 45 22
e 193 46 19
e 193 81 4
e 193 82 11
e 193 83 21
e 193 118 8
e 193 119 25
e 193 120 16
e 193 155 19
e 193 156 16
e 193 157 14
e 193 192 15
e 194 8 23
e 194 9 23
e 194 10 18
e 194 45 22
e 194 46 1
e 194 47 24
e 194 82 13
e 194 83 11
e 194 84 9
e 194 119 4
e 194 120 11
e 194 121 24
e 194 156 12
e 194 157 19
e 194 158 7
e 194 193 13
e 195 9 19
e 195 10 18
e 195 11 23
e 195 46 23
e 195 47 13
e 195 48 4
e 195 83 1
e 195 84 24
e 195 85 19
e 195 120 25
e 195 121 7
e 195 122 14
e 195 157 14
e 195 158 16
e 195 159 4
e 195 194 4
e 196 10 1
e 196 11 16
e 196 12 25
e 196 47 6
e 196 48 3
e 196 49 4
e 196 84 1
e 196 85 12
e 196 86 2
e 196 121 7
e 196 122 20
e 196 123 3
e 196 158 9
e 196 159 25
e 196 160 7
e 196 195 19
e 197 11 15
e 197 12 20
e 197 13 23
e 197 48 8
e 197 49 6
e 197 50 13
e 197 85 17
e 197 86 2
e 197 87 24
e 197 122 7
e 197 123 11
e 197 124 24
e 197 159 4
e 197 160 21
e 197 161 19
e 197 196 5
e 198 12 18
e 198 13 23
e 198 14 20
e 198 49 6
e 198 50 23
e 198 51 16
e 198 86 19
e 198 87 23
e 198 88 23
e 198 123 14
e 198 124 15
e 198 125 9
e 198 160 11
e 198 161 10
e 198 162 12
e 198 197 10
e 199 13 15
e 199 14 25
e 199 15 10
e 199 50 3
e 199 51 16
e 199 52 13
e 199 87 11
e 199 88 5
e 199 89 6
e 199 124 16
e 199 125 4
e 199 126 8
e 199 161 17
e 199 162 20
e 199 163 18
e 199 198 16
e 200 14 17
e 200 15 7
e 200 16 17
e 200 51 20
e 200 52 17
e 200 53 5
e 200 88 18
e 200 89 16
e 200 90 11
e 200 125 15
e 200 126 4
e 200 127 17
e 200 162 4
e 200 163 10
e 200 164 12
e 200 199 10
