k 16 
p edge 70 1855 
e 26 12 7
e 26 13 6
e 26 14 11
e 26 15 10
e 26 18 6
e 26 19 8
e 26 21 11
e 26 22 15
e 26 23 1
e 26 24 1
e 26 25 13
e 27 1 10
e 27 2 15
e 27 3 15
e 27 4 4
e 27 5 12
e 27 7 1
e 27 9 5
e 27 10 4
e 27 12 12
e 27 13 13
e 27 14 6
e 27 15 8
e 27 17 15
e 27 19 5
e 27 20 2
e 27 22 3
e 27 23 11
e 27 24 2
e 27 25 2
e 28 1 3
e 28 2 6
e 28 3 7
e 28 4 9
e 28 5 3
e 28 7 7
e 28 8 10
e 28 10 5
e 28 11 1
e 28 13 2
e 28 14 11
e 28 15 8
e 28 17 15
e 28 18 3
e 28 20 2
e 28 21 7
e 28 23 5
e 28 24 12
e 28 25 15
e 29 1 10
e 29 2 1
e 29 3 12
e 29 4 1
e 29 5 6
e 29 6 12
e 29 9 13
e 29 10 8
e 29 11 14
e 29 12 11
e 29 14 3
e 29 15 1
e 29 16 4
e 29 19 12
e 29 20 10
e 29 21 7
e 29 22 9
e 29 24 1
e 29 25 6
e 29 28 6
e 30 1 11
e 30 2 4
e 30 3 7
e 30 4 10
e 30 5 13
e 30 6 5
e 30 8 7
e 30 10 9
e 30 11 4
e 30 12 13
e 30 13 4
e 30 15 12
e 30 16 11
e 30 18 8
e 30 20 10
e 30 21 9
e 30 22 15
e 30 23 13
e 30 25 13
e 30 27 12
e 31 1 14
e 31 2 14
e 31 3 6
e 31 4 4
e 31 5 8
e 31 6 6
e 31 7 8
e 31 10 14
e 31 11 13
e 31 12 11
e 31 13 14
e 31 14 4
e 31 16 7
e 31 17 5
e 31 20 15
e 31 21 3
e 31 22 12
e 31 23 6
e 31 24 9
e 31 26 5
e 32 1 4
e 32 2 10
e 32 3 14
e 32 4 10
e 32 5 8
e 32 6 2
e 32 7 10
e 32 8 10
e 32 9 7
e 32 12 5
e 32 14 14
e 32 15 3
e 32 16 13
e 32 17 7
e 32 18 1
e 32 19 8
e 32 22 14
e 32 24 8
e 32 25 3
e 32 28 6
e 32 30 13
e 32 31 4
e 33 1 8
e 33 2 3
e 33 3 6
e 33 4 3
e 33 5 14
e 33 6 15
e 33 7 5
e 33 8 3
e 33 9 4
e 33 11 11
e 33 13 1
e 33 15 13
e 33 16 15
e 33 17 14
e 33 18 2
e 33 19 6
e 33 21 1
e 33 23 7
e 33 25 13
e 33 27 5
e 33 29 2
e 33 31 1
e 34 1 12
e 34 2 6
e 34 3 13
e 34 4 10
e 34 5 5
e 34 6 4
e 34 7 12
e 34 8 4
e 34 9 3
e 34 10 8
e 34 13 15
e 34 14 11
e 34 16 3
e 34 17 10
e 34 18 9
e 34 19 10
e 34 20 8
e 34 23 9
e 34 24 7
e 34 26 6
e 34 29 8
e 34 30 4
e 35 1 10
e 35 2 11
e 35 3 10
e 35 4 7
e 35 5 10
e 35 6 2
e 35 7 6
e 35 8 4
e 35 9 11
e 35 10 4
e 35 11 7
e 35 12 9
e 35 16 3
e 35 17 11
e 35 18 3
e 35 19 5
e 35 20 14
e 35 21 6
e 35 22 7
e 35 26 10
e 35 27 10
e 35 28 8
e 36 3 12
e 36 4 12
e 36 5 14
e 36 7 12
e 36 8 14
e 36 9 7
e 36 10 12
e 36 11 4
e 36 12 7
e 36 13 9
e 36 14 9
e 36 15 13
e 36 17 3
e 36 18 8
e 36 19 6
e 36 20 9
e 36 21 5
e 36 22 5
e 36 23 14
e 36 24 1
e 36 25 7
e 36 26 8
e 36 27 12
e 36 28 13
e 36 29 8
e 36 30 10
e 36 31 3
e 36 32 9
e 36 33 7
e 36 34 13
e 36 35 8
e 37 2 4
e 37 4 10
e 37 5 11
e 37 6 15
e 37 8 10
e 37 9 15
e 37 10 9
e 37 11 8
e 37 12 3
e 37 13 12
e 37 14 1
e 37 15 9
e 37 16 6
e 37 18 14
e 37 19 1
e 37 20 4
e 37 21 14
e 37 22 7
e 37 23 2
e 37 24 5
e 37 25 11
e 37 26 13
e 37 27 12
e 37 28 8
e 37 29 8
e 37 30 3
e 37 31 14
e 37 32 14
e 37 33 7
e 37 34 14
e 37 35 9
e 38 2 10
e 38 3 11
e 38 5 15
e 38 6 6
e 38 7 6
e 38 9 5
e 38 10 8
e 38 11 4
e 38 12 10
e 38 13 11
e 38 14 12
e 38 15 7
e 38 16 9
e 38 17 12
e 38 19 3
e 38 20 5
e 38 21 5
e 38 22 3
e 38 23 3
e 38 24 8
e 38 25 7
e 38 26 11
e 38 27 7
e 38 28 5
e 38 29 11
e 38 30 12
e 38 31 9
e 38 32 13
e 38 33 6
e 38 34 14
e 38 35 11
e 39 2 13
e 39 3 1
e 39 4 4
e 39 6 8
e 39 7 3
e 39 8 13
e 39 10 11
e 39 11 1
e 39 12 13
e 39 13 15
e 39 14 5
e 39 15 4
e 39 16 3
e 39 17 12
e 39 18 9
e 39 20 9
e 39 21 2
e 39 22 14
e 39 23 14
e 39 24 14
e 39 25 7
e 39 26 9
e 39 27 14
e 39 28 8
e 39 29 1
e 39 30 6
e 39 31 3
e 39 32 12
e 39 33 7
e 39 34 4
e 39 35 5
e 40 1 14
e 40 4 5
e 40 5 7
e 40 6 11
e 40 7 6
e 40 8 2
e 40 9 5
e 40 11 14
e 40 12 11
e 40 13 11
e 40 14 7
e 40 15 12
e 40 16 4
e 40 17 10
e 40 18 9
e 40 19 12
e 40 21 11
e 40 22 9
e 40 23 5
e 40 24 14
e 40 25 5
e 40 26 11
e 40 27 13
e 40 28 15
e 40 29 2
e 40 30 4
e 40 31 12
e 40 32 11
e 40 33 7
e 40 34 13
e 40 35 15
e 40 38 2
e 40 39 10
e 41 1 3
e 41 3 5
e 41 5 13
e 41 6 3
e 41 7 14
e 41 8 12
e 41 9 5
e 41 10 1
e 41 12 5
e 41 13 9
e 41 14 8
e 41 15 14
e 41 16 4
e 41 17 13
e 41 18 12
e 41 19 4
e 41 20 2
e 41 22 12
e 41 23 14
e 41 24 1
e 41 25 15
e 41 26 6
e 41 27 14
e 41 28 12
e 41 29 5
e 41 30 5
e 41 31 15
e 41 32 7
e 41 33 14
e 41 34 15
e 41 35 11
e 41 37 13
e 41 39 2
e 42 1 10
e 42 3 14
e 42 4 10
e 42 6 4
e 42 7 5
e 42 8 11
e 42 9 6
e 42 10 12
e 42 11 11
e 42 13 14
e 42 14 13
e 42 15 1
e 42 16 11
e 42 17 2
e 42 18 7
e 42 19 14
e 42 20 13
e 42 21 14
e 42 23 1
e 42 24 3
e 42 25 3
e 42 26 7
e 42 27 7
e 42 28 9
e 42 29 13
e 42 30 5
e 42 31 14
e 42 32 11
e 42 33 6
e 42 34 10
e 42 35 6
e 42 37 3
e 42 38 3
e 43 1 10
e 43 2 6
e 43 5 7
e 43 6 7
e 43 7 5
e 43 8 1
e 43 9 13
e 43 10 13
e 43 11 15
e 43 12 12
e 43 14 2
e 43 15 9
e 43 16 10
e 43 17 5
e 43 18 6
e 43 19 11
e 43 20 11
e 43 21 1
e 43 22 1
e 43 24 13
e 43 25 11
e 43 26 12
e 43 27 10
e 43 28 13
e 43 29 4
e 43 30 13
e 43 31 4
e 43 32 3
e 43 33 14
e 43 34 9
e 43 35 10
e 43 36 10
e 43 39 9
e 43 42 11
e 44 1 6
e 44 2 14
e 44 4 8
e 44 6 1
e 44 7 4
e 44 8 7
e 44 9 2
e 44 10 14
e 44 11 4
e 44 12 7
e 44 13 11
e 44 15 10
e 44 16 7
e 44 17 13
e 44 18 1
e 44 19 5
e 44 20 10
e 44 21 4
e 44 22 4
e 44 23 3
e 44 25 5
e 44 26 1
e 44 27 15
e 44 28 1
e 44 29 6
e 44 30 13
e 44 31 5
e 44 32 15
e 44 33 4
e 44 34 12
e 44 35 15
e 44 36 9
e 44 38 6
e 44 41 6
e 45 1 6
e 45 2 3
e 45 3 1
e 45 6 9
e 45 7 15
e 45 8 4
e 45 9 6
e 45 10 14
e 45 11 14
e 45 12 7
e 45 13 4
e 45 14 8
e 45 16 9
e 45 17 1
e 45 18 7
e 45 19 7
e 45 20 15
e 45 21 12
e 45 22 13
e 45 23 3
e 45 24 9
e 45 26 13
e 45 27 7
e 45 28 6
e 45 29 11
e 45 30 9
e 45 31 13
e 45 32 11
e 45 33 12
e 45 34 10
e 45 35 1
e 45 36 6
e 45 37 15
e 45 40 11
e 46 1 7
e 46 2 12
e 46 3 5
e 46 4 10
e 46 5 9
e 46 8 11
e 46 9 6
e 46 11 5
e 46 12 9
e 46 13 7
e 46 14 14
e 46 15 13
e 46 16 10
e 46 17 14
e 46 18 6
e 46 19 11
e 46 20 9
e 46 21 1
e 46 22 15
e 46 23 14
e 46 24 10
e 46 25 15
e 46 27 11
e 46 28 4
e 46 29 3
e 46 30 3
e 46 31 15
e 46 32 8
e 46 33 15
e 46 34 14
e 46 35 1
e 46 38 2
e 46 39 3
e 46 41 15
e 46 42 4
e 46 43 15
e 46 44 2
e 46 45 5
e 47 1 7
e 47 2 6
e 47 3 13
e 47 4 3
e 47 5 13
e 47 7 8
e 47 9 4
e 47 10 9
e 47 12 12
e 47 13 8
e 47 14 6
e 47 15 12
e 47 16 7
e 47 17 7
e 47 18 9
e 47 19 12
e 47 20 3
e 47 21 1
e 47 22 11
e 47 23 5
e 47 24 2
e 47 25 6
e 47 26 7
e 47 28 6
e 47 29 6
e 47 30 4
e 47 31 1
e 47 32 4
e 47 33 7
e 47 34 12
e 47 35 10
e 47 37 4
e 47 39 6
e 47 40 3
e 47 42 5
e 47 43 13
e 47 44 11
e 47 45 2
e 48 1 12
e 48 2 6
e 48 3 10
e 48 4 14
e 48 5 3
e 48 7 3
e 48 8 12
e 48 10 11
e 48 11 14
e 48 13 2
e 48 14 13
e 48 15 1
e 48 16 1
e 48 17 10
e 48 18 3
e 48 19 9
e 48 20 3
e 48 21 14
e 48 22 2
e 48 23 5
e 48 24 13
e 48 25 8
e 48 26 13
e 48 27 12
e 48 29 12
e 48 30 1
e 48 31 11
e 48 32 11
e 48 33 3
e 48 34 8
e 48 35 3
e 48 37 2
e 48 38 11
e 48 40 5
e 48 41 5
e 48 43 9
e 48 44 8
e 48 45 12
e 49 1 7
e 49 2 10
e 49 3 4
e 49 4 13
e 49 5 11
e 49 6 5
e 49 9 7
e 49 10 7
e 49 11 9
e 49 12 12
e 49 14 2
e 49 15 15
e 49 16 4
e 49 17 15
e 49 18 4
e 49 19 13
e 49 20 14
e 49 21 6
e 49 22 4
e 49 23 7
e 49 24 8
e 49 25 14
e 49 26 13
e 49 27 7
e 49 28 12
e 49 30 1
e 49 31 2
e 49 32 13
e 49 33 15
e 49 34 1
e 49 35 2
e 49 36 13
e 49 39 10
e 49 40 9
e 49 41 2
e 49 42 9
e 49 44 3
e 49 45 2
e 49 48 5
e 50 1 14
e 50 2 3
e 50 3 7
e 50 4 5
e 50 5 12
e 50 6 9
e 50 8 6
e 50 10 7
e 50 11 3
e 50 12 15
e 50 13 8
e 50 15 7
e 50 16 8
e 50 17 11
e 50 18 15
e 50 19 7
e 50 20 4
e 50 21 11
e 50 22 4
e 50 23 9
e 50 24 1
e 50 25 6
e 50 26 3
e 50 27 8
e 50 28 6
e 50 29 9
e 50 31 9
e 50 32 7
e 50 33 1
e 50 34 9
e 50 35 7
e 50 36 1
e 50 38 4
e 50 40 6
e 50 41 1
e 50 42 9
e 50 43 5
e 50 45 6
e 50 47 3
e 51 1 13
e 51 2 13
e 51 3 5
e 51 4 15
e 51 5 2
e 51 6 11
e 51 7 5
e 51 10 10
e 51 11 2
e 51 12 1
e 51 13 2
e 51 14 3
e 51 16 3
e 51 17 8
e 51 18 12
e 51 19 15
e 51 20 1
e 51 21 5
e 51 22 5
e 51 23 13
e 51 24 8
e 51 25 13
e 51 26 6
e 51 27 11
e 51 28 3
e 51 29 10
e 51 30 15
e 51 32 10
e 51 33 4
e 51 34 9
e 51 35 1
e 51 36 14
e 51 37 3
e 51 40 1
e 51 41 5
e 51 42 11
e 51 43 13
e 51 44 7
e 51 46 12
e 52 1 8
e 52 2 12
e 52 3 14
e 52 4 15
e 52 5 13
e 52 6 7
e 52 7 4
e 52 8 2
e 52 9 9
e 52 12 14
e 52 14 13
e 52 15 10
e 52 16 3
e 52 17 6
e 52 18 6
e 52 19 7
e 52 20 5
e 52 21 7
e 52 22 11
e 52 23 8
e 52 24 8
e 52 25 9
e 52 26 3
e 52 27 2
e 52 28 15
e 52 29 5
e 52 30 10
e 52 31 5
e 52 33 4
e 52 34 11
e 52 35 8
e 52 36 7
e 52 37 1
e 52 38 2
e 52 39 3
e 52 42 6
e 52 44 9
e 52 45 3
e 52 48 7
e 52 50 14
e 52 51 5
e 53 1 13
e 53 2 1
e 53 3 15
e 53 4 7
e 53 5 3
e 53 6 13
e 53 7 14
e 53 8 14
e 53 9 2
e 53 11 1
e 53 13 2
e 53 15 13
e 53 16 6
e 53 17 13
e 53 18 10
e 53 19 4
e 53 20 9
e 53 21 10
e 53 22 9
e 53 23 14
e 53 24 7
e 53 25 2
e 53 26 13
e 53 27 15
e 53 28 6
e 53 29 7
e 53 30 3
e 53 31 7
e 53 32 11
e 53 34 8
e 53 35 14
e 53 36 3
e 53 37 1
e 53 38 9
e 53 39 10
e 53 41 8
e 53 43 2
e 53 45 5
e 53 47 1
e 53 49 15
e 53 51 6
e 54 1 13
e 54 2 7
e 54 3 14
e 54 4 10
e 54 5 6
e 54 6 12
e 54 7 15
e 54 8 11
e 54 9 3
e 54 10 3
e 54 13 9
e 54 14 13
e 54 16 9
e 54 17 10
e 54 18 13
e 54 19 7
e 54 20 9
e 54 21 9
e 54 22 14
e 54 23 4
e 54 24 4
e 54 25 10
e 54 26 6
e 54 27 6
e 54 28 11
e 54 29 12
e 54 30 12
e 54 31 12
e 54 32 6
e 54 33 8
e 54 35 10
e 54 36 4
e 54 37 7
e 54 38 3
e 54 39 4
e 54 40 2
e 54 43 2
e 54 44 5
e 54 46 14
e 54 49 2
e 54 50 10
e 55 1 10
e 55 2 8
e 55 3 12
e 55 4 9
e 55 5 1
e 55 6 14
e 55 7 11
e 55 8 9
e 55 9 7
e 55 10 9
e 55 11 13
e 55 12 15
e 55 16 1
e 55 17 2
e 55 18 4
e 55 19 12
e 55 20 14
e 55 21 9
e 55 22 5
e 55 23 1
e 55 24 9
e 55 25 2
e 55 26 15
e 55 27 14
e 55 28 11
e 55 29 6
e 55 30 14
e 55 31 5
e 55 32 2
e 55 33 5
e 55 34 1
e 55 36 2
e 55 37 11
e 55 38 14
e 55 39 10
e 55 40 9
e 55 41 9
e 55 42 7
e 55 46 3
e 55 47 11
e 55 48 11
e 56 1 10
e 56 2 9
e 56 3 3
e 56 4 4
e 56 5 15
e 56 6 6
e 56 7 12
e 56 8 8
e 56 9 15
e 56 10 4
e 56 11 3
e 56 12 10
e 56 13 7
e 56 14 14
e 56 15 9
e 56 18 14
e 56 19 7
e 56 21 6
e 56 22 2
e 56 23 15
e 56 24 12
e 56 25 12
e 56 27 3
e 56 28 6
e 56 29 10
e 56 30 15
e 56 31 4
e 56 32 3
e 56 33 13
e 56 34 5
e 56 35 7
e 56 38 1
e 56 39 5
e 56 41 3
e 56 42 3
e 56 43 2
e 56 44 7
e 56 45 2
e 56 47 3
e 56 48 3
e 56 49 13
e 56 50 7
e 56 51 1
e 56 52 11
e 56 53 1
e 56 54 13
e 56 55 15
e 57 1 8
e 57 2 8
e 57 3 6
e 57 4 6
e 57 5 4
e 57 6 9
e 57 7 6
e 57 8 8
e 57 9 1
e 57 10 14
e 57 11 11
e 57 12 11
e 57 13 14
e 57 14 1
e 57 15 5
e 57 17 11
e 57 19 15
e 57 20 11
e 57 22 8
e 57 23 9
e 57 24 8
e 57 25 4
e 57 26 8
e 57 28 5
e 57 29 2
e 57 30 4
e 57 31 12
e 57 32 3
e 57 33 7
e 57 34 11
e 57 35 4
e 57 37 1
e 57 39 10
e 57 40 14
e 57 42 2
e 57 43 15
e 57 44 5
e 57 45 9
e 57 46 12
e 57 48 3
e 57 49 4
e 57 50 15
e 57 51 10
e 57 52 3
e 57 53 10
e 57 54 11
e 57 55 6
e 58 1 6
e 58 2 10
e 58 3 14
e 58 4 7
e 58 5 11
e 58 6 3
e 58 7 8
e 58 8 7
e 58 9 9
e 58 10 6
e 58 11 10
e 58 12 4
e 58 13 12
e 58 14 10
e 58 15 4
e 58 17 15
e 58 18 3
e 58 20 1
e 58 21 15
e 58 23 4
e 58 24 9
e 58 25 1
e 58 26 4
e 58 27 3
e 58 29 12
e 58 30 3
e 58 31 7
e 58 32 11
e 58 33 8
e 58 34 12
e 58 35 10
e 58 37 7
e 58 38 12
e 58 40 11
e 58 41 15
e 58 43 6
e 58 44 4
e 58 45 6
e 58 46 1
e 58 47 6
e 58 49 11
e 58 50 6
e 58 51 7
e 58 52 3
e 58 53 5
e 58 54 7
e 58 55 12
e 59 1 4
e 59 2 2
e 59 3 11
e 59 4 3
e 59 5 4
e 59 6 8
e 59 7 12
e 59 8 8
e 59 9 1
e 59 10 6
e 59 11 9
e 59 12 11
e 59 13 3
e 59 14 3
e 59 15 4
e 59 16 10
e 59 19 12
e 59 20 15
e 59 21 8
e 59 22 11
e 59 24 10
e 59 25 9
e 59 26 2
e 59 27 4
e 59 28 5
e 59 30 12
e 59 31 4
e 59 32 10
e 59 33 12
e 59 34 11
e 59 35 2
e 59 36 11
e 59 39 2
e 59 40 14
e 59 41 8
e 59 42 6
e 59 44 1
e 59 45 8
e 59 46 10
e 59 47 11
e 59 48 11
e 59 50 7
e 59 51 5
e 59 52 14
e 59 53 3
e 59 54 10
e 59 55 7
e 59 58 11
e 60 1 9
e 60 2 15
e 60 3 5
e 60 4 14
e 60 5 1
e 60 6 2
e 60 7 6
e 60 8 12
e 60 9 5
e 60 10 14
e 60 11 6
e 60 12 4
e 60 13 8
e 60 14 7
e 60 15 8
e 60 16 10
e 60 18 5
e 60 20 1
e 60 21 6
e 60 22 13
e 60 23 14
e 60 25 8
e 60 26 12
e 60 27 4
e 60 28 15
e 60 29 5
e 60 31 10
e 60 32 8
e 60 33 8
e 60 34 2
e 60 35 14
e 60 36 3
e 60 38 5
e 60 40 14
e 60 41 8
e 60 42 13
e 60 43 5
e 60 45 8
e 60 46 2
e 60 47 10
e 60 48 14
e 60 49 14
e 60 51 7
e 60 52 10
e 60 53 13
e 60 54 10
e 60 55 12
e 60 57 11
e 61 1 5
e 61 2 8
e 61 3 6
e 61 4 6
e 61 5 15
e 61 6 4
e 61 7 15
e 61 8 1
e 61 9 13
e 61 10 10
e 61 11 10
e 61 12 5
e 61 13 7
e 61 14 14
e 61 15 15
e 61 16 3
e 61 17 14
e 61 20 15
e 61 21 7
e 61 22 15
e 61 23 6
e 61 24 2
e 61 26 15
e 61 27 5
e 61 28 10
e 61 29 12
e 61 30 9
e 61 32 5
e 61 33 6
e 61 34 12
e 61 35 2
e 61 36 6
e 61 37 7
e 61 40 10
e 61 41 6
e 61 42 2
e 61 43 7
e 61 44 12
e 61 46 3
e 61 47 4
e 61 48 15
e 61 49 9
e 61 50 5
e 61 52 12
e 61 53 3
e 61 54 3
e 61 55 13
e 61 56 3
e 62 1 13
e 62 2 8
e 62 3 10
e 62 4 15
e 62 5 15
e 62 6 2
e 62 7 4
e 62 8 13
e 62 9 15
e 62 10 3
e 62 11 12
e 62 12 7
e 62 13 5
e 62 14 9
e 62 15 4
e 62 16 14
e 62 17 1
e 62 18 4
e 62 19 8
e 62 22 12
e 62 24 2
e 62 25 8
e 62 26 10
e 62 27 6
e 62 28 10
e 62 29 10
e 62 30 7
e 62 31 13
e 62 33 15
e 62 34 6
e 62 35 9
e 62 36 11
e 62 37 2
e 62 38 6
e 62 39 15
e 62 42 12
e 62 44 15
e 62 45 12
e 62 46 8
e 62 47 9
e 62 48 10
e 62 49 6
e 62 50 3
e 62 51 12
e 62 53 7
e 62 54 15
e 62 55 14
e 62 58 3
e 62 60 8
e 62 61 12
e 63 1 7
e 63 2 6
e 63 3 1
e 63 4 5
e 63 5 13
e 63 6 10
e 63 7 9
e 63 8 9
e 63 9 8
e 63 10 14
e 63 11 15
e 63 12 2
e 63 13 12
e 63 14 15
e 63 15 6
e 63 16 7
e 63 17 3
e 63 18 3
e 63 19 4
e 63 21 12
e 63 23 5
e 63 25 9
e 63 26 14
e 63 27 8
e 63 28 4
e 63 29 15
e 63 30 9
e 63 31 13
e 63 32 9
e 63 34 3
e 63 35 3
e 63 36 10
e 63 37 12
e 63 38 3
e 63 39 3
e 63 41 12
e 63 43 15
e 63 45 4
e 63 46 12
e 63 47 11
e 63 48 11
e 63 49 8
e 63 50 1
e 63 51 2
e 63 52 9
e 63 54 4
e 63 55 11
e 63 57 7
e 63 59 7
e 63 61 7
e 64 1 3
e 64 2 1
e 64 3 3
e 64 4 13
e 64 5 2
e 64 6 7
e 64 7 3
e 64 8 4
e 64 9 3
e 64 10 12
e 64 11 2
e 64 12 10
e 64 13 1
e 64 14 5
e 64 15 13
e 64 16 14
e 64 17 15
e 64 18 10
e 64 19 7
e 64 20 15
e 64 23 2
e 64 24 5
e 64 26 10
e 64 27 10
e 64 28 3
e 64 29 6
e 64 30 10
e 64 31 8
e 64 32 13
e 64 33 12
e 64 35 1
e 64 36 14
e 64 37 6
e 64 38 4
e 64 39 9
e 64 40 14
e 64 43 4
e 64 44 8
e 64 46 4
e 64 47 15
e 64 48 2
e 64 49 7
e 64 50 2
e 64 51 3
e 64 52 10
e 64 53 12
e 64 55 3
e 64 56 15
e 64 59 2
e 64 60 14
e 65 1 7
e 65 2 8
e 65 3 14
e 65 4 12
e 65 5 3
e 65 6 14
e 65 7 4
e 65 8 6
e 65 9 12
e 65 10 8
e 65 11 4
e 65 12 1
e 65 13 15
e 65 14 10
e 65 15 4
e 65 16 2
e 65 17 15
e 65 18 12
e 65 19 9
e 65 20 14
e 65 21 11
e 65 22 10
e 65 26 4
e 65 27 8
e 65 28 11
e 65 29 12
e 65 30 10
e 65 31 13
e 65 32 7
e 65 33 11
e 65 34 9
e 65 36 5
e 65 37 14
e 65 38 13
e 65 39 12
e 65 40 4
e 65 41 6
e 65 42 2
e 65 46 9
e 65 47 3
e 65 48 2
e 65 49 6
e 65 50 1
e 65 51 15
e 65 52 11
e 65 53 4
e 65 54 7
e 65 56 3
e 65 57 11
e 65 58 3
e 66 1 13
e 66 2 7
e 66 3 13
e 66 4 1
e 66 5 15
e 66 6 7
e 66 7 8
e 66 8 10
e 66 9 2
e 66 10 4
e 66 11 15
e 66 12 1
e 66 13 7
e 66 14 14
e 66 15 4
e 66 16 12
e 66 17 8
e 66 18 9
e 66 19 15
e 66 20 7
e 66 21 10
e 66 22 4
e 66 23 6
e 66 24 3
e 66 25 7
e 66 28 15
e 66 30 13
e 66 31 5
e 66 33 10
e 66 34 3
e 66 35 15
e 66 36 13
e 66 37 15
e 66 38 7
e 66 39 11
e 66 40 1
e 66 41 6
e 66 42 11
e 66 43 2
e 66 44 5
e 66 45 4
e 66 48 11
e 66 50 4
e 66 51 13
e 66 53 2
e 66 54 10
e 66 55 15
e 66 58 12
e 66 60 15
e 66 61 13
e 66 63 2
e 66 64 12
e 66 65 15
e 67 1 14
e 67 2 11
e 67 3 11
e 67 4 3
e 67 5 1
e 67 6 14
e 67 7 13
e 67 8 8
e 67 9 2
e 67 10 5
e 67 11 6
e 67 12 12
e 67 13 14
e 67 14 8
e 67 15 14
e 67 16 6
e 67 17 11
e 67 18 10
e 67 19 12
e 67 20 11
e 67 21 6
e 67 22 7
e 67 23 1
e 67 24 4
e 67 25 10
e 67 27 5
e 67 29 10
e 67 31 6
e 67 32 11
e 67 34 13
e 67 35 11
e 67 36 5
e 67 37 6
e 67 38 5
e 67 39 4
e 67 40 14
e 67 41 14
e 67 42 1
e 67 43 13
e 67 44 3
e 67 45 6
e 67 47 7
e 67 49 13
e 67 51 5
e 67 52 5
e 67 54 7
e 67 55 12
e 67 57 3
e 67 59 9
e 67 61 4
e 67 62 15
e 67 64 13
e 67 65 15
e 68 1 7
e 68 2 10
e 68 3 7
e 68 4 7
e 68 5 6
e 68 6 15
e 68 7 10
e 68 8 1
e 68 9 14
e 68 10 8
e 68 11 9
e 68 12 10
e 68 13 13
e 68 14 13
e 68 15 14
e 68 16 14
e 68 17 6
e 68 18 1
e 68 19 9
e 68 20 7
e 68 21 5
e 68 22 13
e 68 23 11
e 68 24 14
e 68 25 6
e 68 26 2
e 68 29 14
e 68 30 11
e 68 32 6
e 68 33 1
e 68 35 10
e 68 36 6
e 68 37 6
e 68 38 8
e 68 39 9
e 68 40 10
e 68 41 4
e 68 42 3
e 68 43 1
e 68 44 8
e 68 45 13
e 68 46 13
e 68 49 5
e 68 50 7
e 68 52 14
e 68 53 7
e 68 55 5
e 68 56 4
e 68 59 8
e 68 60 14
